"txt","val"
"Two insurgent groups based in western Ivory Coast Wednesday signed a ceasefire with French troops, a rebel spokesman told adding that they would continue fighting government forces"".",1
"The liberation of political prisoners is one of the main rebel conditions for ceasefire talks with the government, but the government says it has no political prisoners.",0
"The six governments involved in the war signed a cease-fire deal earlier this month in Lusaka but the rebels did not sign the document, which in any case seems to have done little to halt the conflict, as both sides have repeatedly accused the other of violations.",1
"On a more political note, Chvez took yet another step to distance himself from the leftist Revolutionary Armed Forces of Colombia (FARC) guerrillas, calling on the rebels to agree to the four-month ceasefire required by President Uribe to proceed with peace talks, and offering to help in the process.",0
"""We call for an immediate ceasefire and the opening of talks under the mediation of the African Union high representative,"" he said.",0
"*** It is encouraging that, courtesy of the matatu owners and police ceasefire, no sight of an uninsured, rust-bucket of a civilian Land Rover recovery vehicle will ruin your mood.",0
"""A broader finance will allow the expansion of verification programs for a ceasefire, disarmament and demobilization; and to accompany in a more direct fashion the reintegration of demobilized and support the communities where this process has been developed"", Tirado Meja said.",0
"From day one we are seeing the government having completely violated the ceasefire,"" he said.",0
"He also advised Nicaragua in talks with the Contra guerrillas leading to a ceasefire and eventual end of that country's civil war.",0
"The government and rebels agreed a ceasefire in Bahr el Ghazal last year during a famine which killed thousands of people in the south.",1
"BALDWIN: So, Sreenivasan, since you mentioned this is just before the cease-fire, this would have been presumably one of the final rockets launched, correct?",0
"In a new campaign spot, ARENA's presidential candidate, San Salvador Mayor Norman Quijano, openly attacked the truce and accused the Funes administration of ""negotiating with criminals.""",0
"Financial times The meeting this week in Ivory Coast between Sierra Leone's new civilian President, Ahmed Tejan Kabbah, and the rebel leader, Foday Sankoh, was followed by an announcement of a ""definitive ceasefire""",1
"--Nepal's new government agreed to a cease-fire with Maoist rebels and said there would be talks to end a bloody five-year insurrection.",1
"This was preceded by immense military pressure of cease-fire violations when the rebel forces engaged government troops in Monrovia on three separate occasions, capturing strategic areas around the capital with catastrophic humanitarian consequences.",0
"I think there was agreement among the leaders that there needs to be a political process and that this simply cannot be about a ceasefire; it has to be about a political process as well that gets at some of the core issues that are driving the conflict within Syria.",0
"Ugandan government officials said the RPF had responded positively to the ceasefire call.",0
"This has amounted to a setback to the new round of talks with the government on the pending issue of cease-fire in the country's ongoing seven year civil war.",0
"First came a duet on the last Bedouin Soundclash album -the standout track Brutal Hearts, from Light the Horizon - and then the Armistice project.",0
"If Putin is saying that there are no Russians in Ukraine, and that they did not discuss cease- fire but he would consider discussing terms of a cease-fire, wouldn't that infer there would be -- I'll move on.",0
"The programme states that banditry and terrorism must stop as a first step in the peace process, but it does not directly call for a ceasefire.",0
"UNITA, which operated as a rebel movement for over 30 years, signed a ceasefire with government in 2002 after the death of its founder, Jonas Savimbi, who was killed by government troops.",1
"A survey carried out by The New Vision yesterday indicated overwhelming support for the Government and the Lords Resistance Army to declare a ceasefire.",0
"The ceasefire took effect on Wednesday.",1
"The United States has offered to have Vice President Dick Cheney meet Palestinian leader Yasser Arafat if Arafat carried out a cease-fire plan.",0
"Each side accuses the other of repeatedly violating the ceasefire.",0
"Indeed IHS Global Insight has continually highlighted the fragility of the truce that could collapse at any time, which in turn could lead to a further spike in violence as often occurs with the breakdown of a ceasefire by insurgent or organised crime groups.",0
"Any crossing of the area of separation is a breach of the ceasefire line.",0
"He added that the international community could not escape its responsibility to help achieve a ceasefire.",0
"The single most burning issue is the need for a binding ceasefire to stop the bloodshed and facilitate a peaceful resolution of the conflict.""",0
